"ID","ShipName","LogbookIdent","Duplicate"
1187,"Nieuw Lekkerland","Extract Z, Reis 11",0
1188,"Nieuw Lekkerland","Extract Z, Reis 24",0
1189,"Nieuw Lekkerland","Extract Z, Reis 6",0
1190,"Nieuwe Hoop","MCC_20_830",0
1191,"Nieuwe Hoop","MCC_20_837",0
1192,"Nieuwe Hoop","MCC_20_842",0
1193,"Nieuwe Hoop","MCC_20_858",0
1194,"Niger","NMM ADM/L/N113",0
1195,"Niger","NMM ADM/L/N172",0
1196,"Nisus","NMM RUSI/NM/180/10",0
1197,"Nisus","NMM RUSI/NM/180/9",0
1198,"Nisus","NMM RUSI/NM/80/11",0
1199,"No. 12","Cote - 4/JJ/32",0
1200,"No. 3","Cote - 4/JJ/13",0
1201,"No. 8","Cote - 4/JJ/32",0
1202,"Noordbeveland","AAN_1229_145",0
1203,"Northumberland","BL L/MAR/B/141",0
1204,"Northumberland","BL L/MAR/B/141D",0
1205,"Northumberland","BL L/MAR/B/141E",0
1206,"Northumberland","BL L/MAR/B/141F",0
1207,"Norwich","NMM ADM/L/N189",0
1208,"Norwich","NMM ADM/L/N88",0
1209,"Nymphe","ADM_190_3",0
1210,"Nymphe","NMM ADM/L/N210",0
1211,"Olivier van Noord","Extract C, Reis 6, pp. 91-105",0
1212,"Onverwagt","FAM_C22253_3",0
1213,"Oost-Indië Packet","Extract O, Reis 10, p. 74-83",0
1214,"Orangezaal","ADM_177_1153",0
1215,"Orangezaal","ADM_177_1239",0
1216,"Otter","NMM ADM/L/O58",0
1217,"Oud Haarlem","VOC_152_11422",0
1218,"Oud Nederland","Extract G, p142-168",0
1219,"Palembang","Extract T, Reis 4",0
1220,"Palembang","Extract X, Reis 2",0
1221,"Palembang","MAR_D23905_2266",0
1222,"Palembang","Extract T, Reis 11",1
1223,"Palembang","Extract T, Reis 2",1
1224,"Pallas","MAR_D23905_2554",0
1225,"Pallas","MAR_D23905_3555",0
1226,"Pallas","NMM ADM/L/P265",0
1227,"Panter","Extract X, Reis 3",0
1228,"Panter","MAR_D23905_3562",0
1229,"Panter","MAR_D23905_3564",0
1230,"Panter","Extract T, Reis 8",1
1231,"Panther","ADM_177_1213",0
1232,"Panther","NMM ADM/L/P19",0
1233,"Panther","NMM ADM/L/P23",0
1234,"Panther","NMM ADM/L/P25",0
1235,"Panther","NMM ADM/L/P26",0
1236,"Panther","NMM ADM/L/P27",0
1237,"Pearl","NMM ADM/L/P44",0
1238,"Pearl","NMM ADM/L/P45",0
1239,"Pecering","A2419(1)_1-300",0
1240,"Pegasus","MAR_D23905_3580",0
1241,"Pelham","BL L/MAR/B/607C",0
1242,"Penelope","NMM SPN 10",0
1243,"Penelope","NMM SPN/9",0
1244,"Penzance","NMM ADM/L/P209",0
1245,"Penzance","NMM ADM/L/P93",0
1246,"Penzance","NMM ADM/L/P96",0
1247,"PERPETUA","MS. 2024",0
1248,"Perseus","NMM ADM/L/P143",0
1249,"Perseverence","BL L/MAR/B/255C",0
1250,"Perseverence","BL L/MAR/B/255D",0
1251,"Perseverence","BL L/MAR/B/255E",0
1252,"Perseverence","BL L/MAR/B/255F",0
1253,"Phaeton","NMM ADM/L/P109",0
1254,"Philadelphia","MCC_20_891",0
1255,"Philadelphia","MCC_20_896",0
1256,"Philadelphia","MCC_20_903",0
1257,"Philadelphia","MCC_20_910",0
1258,"Philadelphia","MCC_20_916",0
1259,"Philadelphia","MCC_20_922",0
1260,"Phoenix","Extract X, Reis 4",0
1261,"Phoenix","FAM_1136_4",0
1262,"Phoenix","NMM ADM/L/P130",0
1263,"Piet Heijn","MAR_D23318_27",0
1264,"Piet Heijn","MAR_D23318_55",0
1265,"Plancius","Extract T, Reis 23",0
1266,"Plancius","Extract T, Reis 25",0
1267,"Plancius","Extract T, Reis 25a,pp.255-263",0
1268,"Plancius","Extract T, Reis 29",0
1269,"Pluto","MAR_D23318_128",0
1270,"Pluto","NMM ADM/L/P143",0
1271,"Pocock","BL L/MAR/B/498A",0
1272,"PODEROSO","MS. 1621",0
1273,"PODEROSO","MS. 2235",0
1274,"PODEROSO","MS. 630",0
1275,"PODEROSO","MS. 153 (3)",1
1276,"PODEROSO","MS. 1621",1
1277,"PODEROSO","MS. 408",2
1278,"PODEROSO","MS. 2235",3
1279,"PODEROSO","MS. 1621",4
1280,"Polanen","AAN_-_1304",0
1281,"Polanen","GAA_Bibliotheek_M165",0
1282,"Polanen","AAN_-_1304",1
1283,"Pollux","ADM_177_1212",0
1284,"Pollux","MAR_D23318_23",0
1285,"Pollux","MAR_D23905_3601",0
1286,"Pollux","VOC_152_11439",0
1287,"Pomona","NMM ADM/L/P170",0
1288,"Portland","NMM ADM/L/P209",0
1289,"Portland","NMM ADM/L/P210",0
1290,"Portland","NMM ADM/L/P211",0
1291,"Postillon","MAR_D23905_3916",0
1292,"Poulette","NMM ADM/L/P241",0
1293,"Preston","NMM ADM/L/P265",0
1294,"Prince Ernest","NMM LOG/M44",0
1295,"Prince George","BL L/MAR/B/575A",0
1296,"Prince Henry","NMM ADM/L/P410",0
1297,"Prince Rupert","PRO BH1 1599",0
1298,"Prince Rupert","PRO BH1 1600",0
1299,"Prince Rupert","PRO BH1 1601",0
1300,"Prince Rupert","PRO BH1 1602",0
1301,"Princes Carolina","ADM_177_1157",0
1302,"Princes Carolina","ADM_177_1158",0
1303,"Princes Louisa","ADM_177_2415",0
1304,"Princes Maria Louisa","ADM_177_3371",0
1305,"Princes Royal Frederique","ADM_177_2417",0
1306,"Princess Amelia","NMM ADM/L/P211",0
1307,"Princess Augusta","BL L/MAR/B/590A",0
1308,"Princess Augusta","BL L/MAR/B/590C",0
1309,"Princess Augusta","BL L/MAR/B/590D",0
1310,"PRINCIPE","CORREOS, 191A R4",0
1311,"PRINCIPE","CORREOS, 191A R5",0
1312,"PRINCIPE","CORREOS, 191A R6",0
1313,"PRINCIPE","CORREOS, 191A R7",0
1314,"PRINCIPE","CORREOS, 191A R8",0
1315,"PRINCIPE","CORREOS, 191B R1",0
1316,"PRINCIPE","CORREOS, 191B R2",0
1317,"PRINCIPE","CORREOS, 274A R1",0
1318,"PRINCIPE","CORREOS, 274A R10",0
1319,"PRINCIPE","CORREOS, 274A R11",0
1320,"PRINCIPE","CORREOS, 274A R12",0
1321,"PRINCIPE","CORREOS, 274A R13",0
1322,"PRINCIPE","CORREOS, 274A R14",0
1323,"PRINCIPE","CORREOS, 274A R15",0
1324,"PRINCIPE","CORREOS, 274A R16",0
1325,"PRINCIPE","CORREOS, 274A R2",0
1326,"PRINCIPE","CORREOS, 274A R3",0
1327,"PRINCIPE","CORREOS, 274A R4",0
1328,"PRINCIPE","CORREOS, 274A R5",0
1329,"PRINCIPE","CORREOS, 274A R6",0
1330,"PRINCIPE","CORREOS, 274A R7",0
1331,"PRINCIPE","CORREOS, 274A R8",0
1332,"PRINCIPE","CORREOS, 274A R9",0
1333,"Prins Frederik","ADM_195_81",0
1334,"Prins Frederik","ADM_195_83",0
1335,"Prins Frederik","MAR_D23905_1419",0
1336,"Prins Frederik","MAR_D23905_1423",0
1337,"Prins Frederik","MAR_D23905_1419",1
1338,"Prins Frederik Hendrik","MAR_D23905_1418",0
1339,"Prins Hendrik","Extract M, Reis 2",0
1340,"Prins Van Oranje","Extract V, Reis 3",0
1341,"Prins van Oranje","MAR_D23905_3475",0
1342,"Prins Veldmaarschalk","Extract 15+, Reis 56",0
1343,"Prins Veldmaarschalk","Extract H, Reis 07, pp. 246-27",0
1344,"Prins Veldmaarschalk","Extract H, Reis 4",0
1345,"Prins Willem V","MCC_20_962",0
1346,"Prins Willem V","MCC_20_968",0
1347,"Prins Willem V","MCC_20_973",0
1348,"Prins Willem V","MCC_20_994",0
1349,"Prins Willem V","MCC_20_999",0
1350,"Prinses Marianne","Extract B, Reis 12",0
1351,"Prinses Marianne","Extract C, Reis 19, pp.242-250",0
1352,"Propatria","GAD_156_2",0
1353,"Propatria","GAD_156_7",0
1354,"Proserpina","MAR_D23318_107",0
1355,"Proserpine","NMM ADM/L/P268",0
1356,"Proteus","Extract G, Reis 49, p190-216",0
1357,"Proteus","Extract G, Reis 50, p190-216",0
1358,"Prothee","NMM ADM/L/P446",0
1359,"Prudent","NMM ADM/L/P143",0
1360,"Prudent","NMM ADM/L/P444",0
1361,"Prudent","NMM ADM/L/P446",0
1362,"PURISIMA CONCEPCIÓN","MS. 2554",0
1363,"PURISIMA CONCEPCIÓN","MS. 969",0
1364,"Pylades","NMM ROB/7",0
1365,"Quebec","NMM ADM/L/Q1",0
1366,"Quebec","NMM ADM/L/Q2",0
1367,"Queen","BL L/MAR/B/356F",0
1368,"Queen","BL L/MAR/B/356H",0
1369,"Queen Charlotte","NIWI-F-1576",0
1370,"Queen Charlotte","PRO BH1 1626",0
1371,"Queen Charlotte","PRO BH1 1627",0
1372,"Queen Charlotte","PRO BH1 1628",0
1373,"Queenborough","NMM ADM/L/Q22",0
1374,"Racehorse","NMM ADM/L/R1",0
1375,"Rainbow","NMM ADM/L/R13",0
1376,"Rainbow","NMM ADM/L/R8",0
1377,"Raisonable","NMM ADM/L/R28",0
1378,"Raisonable","NMM ADM/L/R60",0
1379,"Ramilles","NMM ADM/L/R60",0
1380,"Ramilles","NMM LOG/N/R/32",0
1381,"Rattler","NMM ADM/L/R61",0
1382,"Rattlesnake","NMM ADM/L/R57",0
1383,"Rattlesnake","NMM ADM/L/R60",0
1384,"Rattlesnake","NMM ADM/L/R61",0
1385,"Raven","NMM ADM/L/R65",0
1386,"Raymond","BL L/MAR/B/453A",0
1387,"Raymond","BL L/MAR/B/453B",0
1388,"Regulus","NMM ADM/L/R81",0
1389,"Regulus","NMM LOG/N/R/16",0
1390,"Reliance","NMM ADM/L/R73",0
1391,"Reliance","NMM ADM/L/R79B",0
1392,"Rembrandt van Rhijn","Extract O, Reis 03, p. 14a-19a",0
1393,"Rendier","I-043",0
1394,"Renown","NMM ADM/L/R75",0
1395,"Renown","NMM ADM/L/R78",0
1396,"Repulse","NMM LOG/C/70",0
1397,"RESOLUCION Y AVENTURA","MS. 272 DOC 13",0
1398,"Resolution","NMM ADM/L/R99",0
1399,"Resolution","NMM Beaglehole",0
1400,"Resource","NMM ADM/L/R84",0
1401,"Revolutie","FAM_C22253_7",0
1402,"Revolutie","MAR_D23318_58",0
1403,"Rhijn","Extract M, Reis 25. pp 271-279",0
1404,"Rhijn","Extract O, Reis 2",0
1405,"Rhijn","Extract O, Reis 4. pp. 37",0
1406,"Rhoon en Pendrecht","Extract D, Reis 4a",0
1407,"Rhoon en Pendrecht","Extract D, Reis 4b",0
1408,"Rhoon en Pendrecht","Extract W, Reis 20",0
1409,"Rippon","NMM ADM/L/R381",0
1410,"Rippon","NMM ADM/L/R99",0
1411,"RL. CARLOS","MS. 1491",0
1412,"Romney","NMM ADM/L/J147",0
1413,"Romney","NMM ADM/L/R199",0
1414,"Romney","NMM ADM/L/R205",0
1415,"Rose","NMM ADM/L/R216",0
1416,"Rose","NMM LOG/C23",0
1417,"Rotterdam","ADM_177_1177",0
1418,"Rotterdam","Extract B, Reis 11",0
1419,"Rotterdam","Extract B, Reis 8",0
1420,"Rotterdam","Extract T, Reis 12",0
1421,"Rotterdam","Extract T, Reis 7",0
1422,"Rotterdam","MAR_D23905_3696",0
1423,"Rotterdams Welvaren","Extract D, Reis 1",0
1424,"Rotterdams Welvaren","Extract D, Reis 1, p34-42",0
1425,"Royal Admiral","BL L/MAR/B/338F",0
1426,"Royal Charlotte","BL L/MAR/B/150J",0
1427,"Royal Charlotte","BL L/MAR/B/150K",0
1428,"Royal Charlotte","BL L/MAR/B/150L",0
1429,"Royal George","BL L/MAR/B/17D",0
1430,"Ruby","NMM ADM/L/R328",0
1431,"Ruby","NMM ADM/L/R331",0
1432,"Ruby","NMM ADM/L/R99",0
1433,"Rupel","HUA_498_24_14",0
1434,"Rupel","MAR_D23905_3845",0
1435,"Rupel","MAR_D23905_3847",0
1436,"Saldanha","NMM ADM/L/S8",0
1437,"Salisbury","BL L/MAR/B/478C",0
1438,"Salisbury","NMM ADM/L/S29",0
1439,"Salisbury","NMM ADM/L/S33",0
1440,"Saltash","NMM ADM/L/S39",0
1441,"Saltash","NMM ADM/L/S40",0
1442,"Sambre","Extract 17+, Reis 20",0
1443,"Sambre","MAR_D23905_3948",0
1444,"SAN ANTONIO","MS. 620",0
1445,"SAN ANTONIO","MS. 099 DOC 5",1
1446,"SAN CARLOS","MS. 271, doc 16",0
1447,"SAN DÁMASO","MS. 153 (2)",0
1448,"SAN DÁMASO","MS. 213",0
1449,"SAN DÁMASO","MS. 213",1
1450,"San Fernando","CORREOS, 193B R1",0
1451,"San Fernando","CORREOS, 193B R11",0
1452,"San Fernando","CORREOS, 193B R2",0
1453,"San Fernando","CORREOS, 193B R3",0
1454,"San Fernando","CORREOS, 193B R4",0
1455,"San Fernando","CORREOS, 193B R5",0
1456,"San Fernando","CORREOS, 193B R6",0
1457,"San Fernando","CORREOS, 193B R7",0
1458,"San Fernando","CORREOS, 193B R8",0
1459,"San Fernando","CORREOS, 193B R9",0
1460,"SAN FRANCISCO XAVIER","MS. 241",0
1461,"SAN GIL","MS. 180",0
1462,"SAN ISIDORO","MS. 2506_014",0
1463,"SAN JAIME (EL VALENCIANO)","MS. 179 (3)",0
1464,"SAN JOSE","MS. 156 DOC 002",0
1465,"SAN JOSE","MS. 156 DOC 004",0
1466,"SAN JOSE EL PERUANO","MS. 271, doc 11",0
1467,"SAN JOSEF","MS. 406",0
1468,"SAN JOSEPH","MS. 172 (1)",0
1469,"SAN JOSEPH (PODEROSO)","MS. 2005",0
1470,"SAN JUAN BAUTISTA","MS. 245",0
1471,"SAN JULIAN","MS. 168 (2)",0
1472,"SAN JULIAN","MS. 2057",0
1473,"SAN JULIAN","MS. 235",1
1474,"SAN JULIAN","MS. 626",2
1475,"SAN JULIAN","MS. 2022",3
1476,"SAN JUSTO","MS. 1689",0
1477,"SAN LORENZO","MS. 936",0
1478,"SAN LORENZO","MS. 271 DOC 9",1
1479,"SAN LORENZO","MS. 952",2
1480,"SAN PABLO (ALIAS LA FAVORITA)","MS. 179 (2)",0
1481,"SAN PASCUAL","MS. 1689",0
1482,"SAN PEDRO","MS. 344 DOC 6 (1)",0
1483,"SAN PEDRO APOSTOL","MS. 344 DOC 6(4)",0
1484,"SAN PEDRO DE ALCANTARA","MS. 176 (23)",0
1485,"SAN PEDRO DE ALCANTARA","MS. 941",0
1486,"San Pedro y San Pablo","CORREOS, 192B R1",0
1487,"SAN PIO","MS. 099, doc 3",0
1488,"SAN RAFAEL","MS. 110 DOC 5",0
1489,"SAN RAFAEL","MS. 110 DOC 5 (2)",0
1490,"SAN RAFAEL","MS. 110 DOC 5 (3)",0
1491,"SAN RAFAEL","MS. 111 DOC 2 (1)",0
1492,"SAN RAFAEL","MS. 111 DOC 2 (2)",0
1493,"SAN RAFAEL","MS. 272  DOC 5",0
1494,"SAN VICENTE","MS. 110 DOC 3",0
1495,"SAN VICENTE","MS. 1689",0
1496,"Sandwich","BL L/MAR/B/606B",0
1497,"Sans Parcil","NMM ADM/L/S76",0
1498,"SANT JOSEPH","MS. 173 (3)",0
1499,"SANTA ANA","MS. 168 (6)",0
1500,"SANTA BALVINA","MS. 1625",0
1501,"SANTA BALVINA","MS. 219",1
1502,"SANTA BÁRBARA","MS. 110 DOC 6",0
1503,"SANTA BIBIANA","MS. 152",0
1504,"SANTA CASILDA Y SANTA EULALIA","MS. 616bis",0
1505,"SANTA CLARA","MS. 2251",0
1506,"SANTA ELENA","MS. 1689",0
1507,"SANTA EULALIA","MS. 164",0
1508,"SANTA GERTRUDIS","MS. 110 DOC 4",0
1509,"SANTA GERTRUDIS","MS. 172 (3)",0
1510,"SANTA GERTRUDIS","MS. 2253",0
1511,"SANTA LUCIA","MS. 735 BIS",0
1512,"SANTA MARGARITA","MS. 173 (5)",0
1513,"SANTA MARGARITA","MS. 958",1
1514,"SANTA MARÍA DE LA CAVEZA","MS. 1521",0
1515,"SANTA MARÍA DE LA CAVEZA","MS. 615",1
1516,"SANTA MARIA MAGDALENA","MS. 1795",0
1517,"SANTA MARIA MAGDALENA","MS. 627",1
1518,"SANTA PERPETUA","MS. 204",0
1519,"SANTA ROSALÍA","MS. 173 (3)",0
1520,"SANTA ROSALÍA","MS. 1772",0
1521,"SANTA TERESA","MS. 1621",0
1522,"SANTA TERESA (ALIAS DRAGON)","MS. 2087",0
1523,"SANTA TERESA DE JESÚS","MS. 170",0
1524,"SANTIAGO","MS. 272 DOC 8",0
1525,"SANTISIMA TRINIDAD","MS. 272 DOC 15",0
1526,"SANTISIMO SACRAMENTO","MS. 099, doc 2",0
1527,"SANTO CRISTO DEL CALVARIO","MS. 245",0
1528,"SANTO DOMINGO","MS. 173 (1)",0
1529,"SANTO DOMINGO","MS. 204",0
1530,"SANTO DOMINGO","MS. 522",0
1531,"SANTO DOMINGO","MS. 173 (1)",1
1532,"SANTO DOMINGO","MS. 2235",1
1533,"SANTO DOMINGO","MS. 173 (2)",2
1534,"SANTO DOMINGO","MS. 522",3
1535,"Saparoea","MAR_D23905_3951",0
1536,"Saphire","NMM ADM/L/S243",0
1537,"Sara Johanna","Extract B, Reis 2",0
1538,"Sara Lydia","Extract B, Reis 11",0
1539,"Sara Lydia","Extract B, Reis 9",0
1540,"Scarborough","NMM ADM/L/S543",0
1541,"Sceptre","NMM ADM/L/S175",0
1542,"Schagen","HUA_280",0
1543,"Schiedam","ADM_177_1158",0
1544,"Schiedam","FAM_C22253_2",0
1545,"Schiedam","MNL_Walvisarchief_1",0
1546,"Schiedam","MNL_Walvisarchief_2",0
1547,"Scholtenburg","VOC_152_5134",0
1548,"Schorpioen","Extract M, Reis 28, pp. 78-79",0
1549,"Scipio","ADM_177_1229",0
1550,"Scipio","ADM_177_1256",0
1551,"Scipio","MAR_D23318_21",0
1552,"Scorpion","NMM ADM/L/S181",0
1553,"Scorpion","NMM ADM/L/S186",0
1554,"Scorpion","NMM ADM/L/S382",0
1555,"Scourge","NMM ADM/L/S188",0
1556,"Seaford","NMM ADM/L/S202",0
1557,"Seaford","NMM ADM/L/S203",0
1558,"Seaford","NMM ADM/L/S205",0
1559,"Seahorse","NMM ADM/L/S184",0
1560,"Seahorse","NMM ADM/L/S218",0
1561,"Seahorse","NMM ADM/L/S219A",0
1562,"Seahorse","NMM ADM/L/S221",0
1563,"Seahorse","NMM ADM/L/S222",0
1564,"Seahorse","NMM ADM/L/S223",0
1565,"Seahorse","PRO BH1 1632",0
1566,"Seahorse","PRO BH1 1633",0
1567,"Seahorse","PRO BH1 1634",0
1568,"Seine","MLN/8",0
1569,"Senegal","NMM ADM/L/S543",0
1570,"SEPTENTRIÓN","MS. 1792",0
1571,"SEPTENTRIÓN","MS. 2235",0
1572,"SEPTENTRIÓN","MS. 939",0
1573,"SEPTENTRIÓN","MS. 959",0
1574,"SEPTENTRIÓN","MS. 1792",1
1575,"SERIO","MS. 932",0
1576,"Serpent","MAR_D23318_111",0
1577,"Severn","NMM ADM/L/S239",0
1578,"Severn","NMM ADM/L/S240",0
1579,"Severn","NMM ADM/L/S242",0
1580,"'s-Gravenhage","Extract Y, Reis 8",0
1581,"Shaftesbury","BL L/MAR/B/610E-F",0
1582,"Shannon","NMM ADM/L/S246",0
1583,"Sheerness","NMM ADM/L/S264",0
1584,"Sheerness","NMM ADM/L/S266",0
1585,"Shoreham","NMM ADM/L/S277",0
1586,"Sirene","MAR_D23318_39",0
1587,"Sirene","MAR_D23905_4061",0
1588,"Sirene","MAR_D23905_4063",0
1589,"Sloterdijk","VOC_152_5130",0
1590,"Snelheid","ADM_177_3376",0
1591,"Snoek","GAA_Bibliotheek_M165",0
1592,"Snoek en Both","WIC_119_1038",0
1593,"Soerabaya","Extract C, Reis 2",0
1594,"Somerset","BL L/MAR/B/626D",0
1595,"Somerset","NMM ADM/L/S223",0
1596,"Somerset","NMM ADM/L/S411",0
1597,"Soolo","Extract G, Reis 4, p. 170-188",0
1598,"Soolo","Extract G, Reis 56, p. 104-132",0
1599,"Soolo","Extract G, Reis 57, p. 103-116",0
1600,"Soolo","Extract G, Reis V1, p. 133-140",0
1601,"Spaarzaamheid","GAA_Bibliotheek_M165",0
1602,"Spartiate","NMM LOG/N/M/5",0
1603,"Speedwell","NMM ADM/L/S369",0
1604,"Sphinx","NMM ADM/L/S382",0
1605,"Sphynx","NMM ADM/L/S358",0
1606,"Spion","MAR_D23318_92",0
1607,"Spy","NMM ADM/L/S240",0
1608,"Squirrel","NMM ADM/L/S409",0
1609,"St Albans","NMM ADM/L/S100",0
1610,"St Maartensdijk","ADM_193_73",0
1611,"St Vincent","NMM LOG/M44",0
1612,"Staatsraad Baud","Extract O, Reis 20, p.195-204",0
1613,"Stad Utrecht","Extract M, Reis 31, pp. 96-98",0
1614,"Stad Utrecht","Extract O, Reis 7",0
1615,"Stad Zierikzee","Extract P, Reis 13a, p.227-257",0
1616,"Stad Zierikzee","Extract P, Reis 13b, p.258-269",0
1617,"Stad Zierikzee","Extract P, Reis 13c,pp.270-281",0
1618,"Stag","NMM ADM/L/S35",0
1619,"Stag","NMM ADM/L/S425",0
1620,"Standard","NMM ADM/L/S359",0
1621,"Standvastigheid","MCC_20_1070",0
1622,"Star","NMM ADM/L/S398",0
1623,"Star","NMM ADM/L/S426",0
1624,"Star","NMM ADM/L/S80",0
1625,"Star","VOC_152_11438",0
1626,"Stavenisse","VOC_152_11424",0
1627,"Stirling Castle","NMM LOG/N/S/5",0
1628,"Stork","NMM ADM/L/S8",0
1629,"Straalen","VOC_152_5140",0
1630,"Straat Bali","Extract O, Reis 11, p. 83-92",0
1631,"Streatham","BL L/MAR/B/605H",0
1632,"Success","NMM ADM/L/S478",0
1633,"Suffolk","NMM ADM/L/S497",0
1634,"Sumatra-Java","MAR_D23905_2226",0
1635,"Superb","NMM LOG/N/R/32",0
1636,"Suriname","MAR_D23905_4307",0
1637,"Suriname","MAR_D23905_4308",0
1638,"Suriname","MMR_WAE187",0
1639,"Surpize","NMM ADM/L/S543",0
1640,"Surprise","NMM",0
1641,"Surprise","NMM ADM/L/S217",0
1642,"Surprise","NMM ADM/L/S548",0
1643,"Surseance","VOC_152_11436",0
1644,"Susanna","Extract M, Reis 37, pp 143-150",0
1645,"Susanna","Extract O, Reis 5, pp 47",0
1646,"Swallow","NMM ADM/L/S223",0
1647,"Swallow","NMM ADM/L/S567",0
1648,"Swallow","NMM ADM/L/S568",0
1649,"Swallow","NMM ADM/L/S569",0
1650,"Swan","NMM ADM/L/S583",0
1651,"Swift","NMM ADM/L/S594",0
1652,"Swift","NMM ADM/L/S596",0
1653,"Swiftsure","NMM ADM/L/S597",0
1654,"Sybille","NMM ADM/L/S616",0
1655,"Syren","NMM ADM/L/S182",0
1656,"Syren","NMM ADM/L/S619",0
1657,"Syren","NMM ADM/L/S624",0
1658,"Tartar","NMM ADM/L/T17",0
1659,"Tempel","VOC_152_5137",0
1660,"Tenerife","CORREOS, 194B R3",0
1661,"Tenerife","CORREOS, 194B R4",0
1662,"Ternate","Extract B, Reis 4",0
1663,"Ternate","Extract C",0
1664,"Ternate","Extract C, Reis 01, p. 37-54",0
1665,"Ternate","Extract C, Reis 04, p. 67-76",0
1666,"Ternate","Extract C, Reis 1",0
1667,"Terpsichore","NMM ADM/L/T260",0
1668,"Terpsichore","NMM ADM/L/T50",0
1669,"TERRIBLE","MS. 2554",0
1670,"Thames","NMM ADM/L/T73",0
1671,"Thames","NMM LOG/C/22",0
1672,"Thames","PRO L/MAR/B/8G",0
1673,"Theodora en Sara","Extract O, Reis 27",0
1674,"Thetis","ADM_177_2421",0
1675,"Thetis","ADM_193_26",0
1676,"Thetis","NMM ADM/L/T93",0
1677,"Thisbe","NMM ADM/L/T73",0
1678,"Tigris","BL L/MAR/B/219D",0
1679,"Tigris","BL L/MAR/B/219E",0
1680,"Tigris","BL L/MAR/B/219F",0
1681,"Tigris","BL L/MAR/B/219G",0
1682,"Tilbury","BL L/MAR/B/551A",0
1683,"Tilbury","BL L/MAR/B/551B",0
1684,"Tilbury","BL L/MAR/B/551C",0
1685,"Tilbury","BL L/MAR/B/551D",0
1686,"Torrington","NMM ADM/L/T193",0
1687,"Townsend","NMM NAI/3/17",0
1688,"Travers","BL L/MAR/B/279B",0
1689,"Travers","BL L/MAR/B/279C",0
1690,"Tremendous","NMM ADM/L/T201",0
1691,"Tremendous","NMM ADM/L/T202",0
1692,"Trident","NMM ADM/L/T237",0
1693,"Triton","MMR_H515",0
1694,"Triton","NMM ADM/L/T242",0
1695,"Triton","NMM ADM/L/T248",0
1696,"Tromp","MAR_D23318_49",0
1697,"Tromp","MAR_D23905_4502",0
1698,"Tromp","NMM ADM/L/T260",0
1699,"True Briton","NMM CAL/201",0
1700,"Trusty","NMM ADM/L/T149",0
1701,"Trusty","NMM ADM/L/T264",0
1702,"Tryal","NMM ADM/L/T215",0
1703,"Tryal","NMM ADM/L/T218",0
1704,"Twee Cornelissen","Extract B, Reis 7",0
1705,"Twee Cornelissen","Extract C, Reis 18, pp.237-242",0
1706,"Twee Cornelissen","Extract M, Reis 24",0
1707,"Tweed","NMM ADM/L/T269",0
1708,"Tweed","NMM HTN/1/A",0
1709,"Tweed","NMM LOG/N/B2",0
1710,"Ulysses","NMM ADM/L/V111",0
1711,"Unie","VOC_152_11428",0
1712,"Unite","NMM ADM/L/V111",0
1713,"Unknown-01","Extract H, Reis 2",0
1714,"Unknown-02","Extract H, Reis 7",0
1715,"Unknown-03","ADM_177_2417",0
1716,"Unknown-04","Extract G, Reis 41",0
1717,"Unknown-05","Extract G, Reis 42",0
1718,"Unknown-06","Extract G, Reis 03",0
1719,"Unknown-07","Extract G, Reis N53, p. 78-86",0
1720,"Unknown-07","Extract G, Reis N54, p. 90-102",0
1721,"Unknown-08","Extract H, Reis 07, p150-177",0
1722,"Unknown-09","Extract H, Reis 12",0
1723,"Unknown-10","Extract G, Reis n51, p.220-238",0
1724,"Unknown-12","Extract G, 15-16, pp 240-261",0
1725,"Utrecht","FAM_1136_124",0
1726,"Utrecht","FAM_1136_40",0
1727,"Utrecht","FAM_1136_41",0
1728,"Utrecht","FAM_1136_97",0
1729,"Valentine","BL L/MAR/B/452F",0
1730,"Valentine","MMR_H98",0
1731,"Valk","ADM_177_1239",0
1732,"Valk","MAR_D23905_4661",0
1733,"Van der Werff","MAR_D23905_4898",0
1734,"Van Oldenbarneveld","Extract C, Reis 5",0
1735,"Van Speyk","MAR_D23905_4150",0
1736,"Vanguard","NMM ADM/L/V138",0
1737,"Vansittart","BL L/MAR/B/46B",0
1738,"Vasco de Gama","FAM_C22253_16",0
1739,"Vasco de Gama","FAM_C22253_17",0
1740,"Veere","MMR_H692",0
1741,"Veere","VOC_152_11425",0
1742,"Venus","Extract X, Reis 9",0
1743,"Venus","MAR_D23905_4692",0
1744,"Venus","MAR_D23905_4693",0
1745,"Venus","MAR_D23905_4694",0
1746,"Venus","MAR_D23905_4695",0
1747,"VENUS","MS. 152",0
1748,"VENUS","MS. 1781",0
1749,"VENUS","MS. 320_007",0
1750,"Vergenoegen","MCC_20_1092",0
1751,"Vergenoegen","MCC_20_1097",0
1752,"Vergenoegen","MCC_20_1103",0
1753,"Vergenoegen","MMR_MER_H100",0
1754,"Vergenoegen","MCC_20_1103",1
1755,"Verwachting","MMR_H692",0
1756,"Victor","NMM ADM/L/V65",0
1757,"Victorious","NMM ADM/L/V65",0
1758,"Viegelantie","MCC_20_1125",0
1759,"Vigilant","NMM ADM/L/V69",0
1760,"VIVIANA","MS. 152",0
1761,"Vlieg","1993.1432_I-045",0
1762,"Vliegende Faam","MCC_20_1153",0
1763,"Vliegende Faam","MCC_20_1160",0
